DATA,,,,,,,,,
key,data,,,,,,,,
token_name,Maps.me,,,,,,,,
token_symbol,MAPS,,,,,,,,
start_date,01/12/2021,,,,,,,,
start_tokens,10000000000,,,,,,,,
emission_schedule,1D,,,,,,,,
emission_type,linear_unlock,,,,,,,,
emission_incentive,,,,,,,,,
DISTRIBUTION,,,,,,,,,
entity,Private Sale,IEO and Initial Liquidity,Serum Community Fund,MAPS Community Fund,Liquidity & Token Growth,Ecosystem Partners,Project Builders,Technology & Product,Ecosystem Growth & Marketing
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,investor,public,ecosystem,ecosystem,foundation,ecosystem,team_advisors,team_advisors,ecosystem
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
t1059,1.58303,5,7.35721,7.69891,1.58303,3.16606,4.74909,3.16606,4.19115
t1060,1.58531,5,7.36565,7.70712,1.58531,3.17062,4.75593,3.17062,4.19503
t1061,1.58759,5,7.37409,7.71533,1.58759,3.17518,4.76277,3.17518,4.19891
t1062,1.58987,5,7.38253,7.72354,1.58987,3.17974,4.76962,3.17974,4.20278
t1063,1.59215,5,7.39097,7.73175,1.59215,3.18431,4.77646,3.18431,4.20666
t1064,1.59443,5,7.39941,7.73996,1.59443,3.18887,4.7833,3.18887,4.21054
t1065,1.59672,5,7.40785,7.74818,1.59672,3.19343,4.79015,3.19343,4.21442
t1066,1.599,5,7.41629,7.75639,1.599,3.19799,4.79699,3.19799,4.21829
t1067,1.60128,5,7.42473,7.7646,1.60128,3.20255,4.80383,3.20255,4.22217
t1068,1.60356,5,7.43317,7.77281,1.60356,3.20712,4.81068,3.20712,4.22605
t1069,1.60584,5,7.44161,7.78102,1.60584,3.21168,4.81752,3.21168,4.22993
t1070,1.60812,5,7.45005,7.78923,1.60812,3.21624,4.82436,3.21624,4.2338
t1071,1.6104,5,7.45849,7.79745,1.6104,3.2208,4.8312,3.2208,4.23768
t1072,1.61268,5,7.46693,7.80566,1.61268,3.22536,4.83805,3.22536,4.24156
t1073,1.61496,5,7.47536,7.81387,1.61496,3.22993,4.84489,3.22993,4.24544
t1074,1.61724,5,7.4838,7.82208,1.61724,3.23449,4.85173,3.23449,4.24932
t1075,1.61953,5,7.49224,7.83029,1.61953,3.23905,4.85858,3.23905,4.25319
t1076,1.62181,5,7.50068,7.8385,1.62181,3.24361,4.86542,3.24361,4.25707
t1077,1.62409,5,7.50912,7.84672,1.62409,3.24818,4.87226,3.24818,4.26095
t1078,1.62637,5,7.51756,7.85493,1.62637,3.25274,4.87911,3.25274,4.26483
t1079,1.62865,5,7.526,7.86314,1.62865,3.2573,4.88595,3.2573,4.2687
t1080,1.63093,5,7.53444,7.87135,1.63093,3.26186,4.89279,3.26186,4.27258
t1081,1.63321,5,7.54288,7.87956,1.63321,3.26642,4.89964,3.26642,4.27646
t1082,1.63549,5,7.55132,7.88777,1.63549,3.27099,4.90648,3.27099,4.28034
t1083,1.63777,5,7.55976,7.89599,1.63777,3.27555,4.91332,3.27555,4.28422
t1084,1.64005,5,7.5682,7.9042,1.64005,3.28011,4.92016,3.28011,4.28809
t1085,1.64234,5,7.57664,7.91241,1.64234,3.28467,4.92701,3.28467,4.29197
t1086,1.64462,5,7.58508,7.92062,1.64462,3.28923,4.93385,3.28923,4.29585
t1087,1.6469,5,7.59352,7.92883,1.6469,3.2938,4.94069,3.2938,4.29973
t1088,1.64918,5,7.60196,7.93704,1.64918,3.29836,4.94754,3.29836,4.3036
t1089,1.65146,5,7.6104,7.94526,1.65146,3.30292,4.95438,3.30292,4.30748
t1090,1.65374,5,7.61884,7.95347,1.65374,3.30748,4.96122,3.30748,4.31136
t1091,1.65602,5,7.62728,7.96168,1.65602,3.31204,4.96807,3.31204,4.31524
t1092,1.6583,5,7.63572,7.96989,1.6583,3.31661,4.97491,3.31661,4.31911
t1093,1.66058,5,7.64416,7.9781,1.66058,3.32117,4.98175,3.32117,4.32299
t1094,1.66286,5,7.6526,7.98631,1.66286,3.32573,4.98859,3.32573,4.32687
t1095,1.66515,5,7.66104,7.99453,1.66515,3.33029,4.99544,3.33029,4.33075
t1096,1.66743,5,7.66948,8.00274,1.66743,3.33485,5.00228,3.33485,4.33463
t1097,1.66971,5,7.67792,8.01095,1.66971,3.33942,5.00912,3.33942,4.3385
t1098,1.67199,5,7.68636,8.01916,1.67199,3.34398,5.01597,3.34398,4.34238
t1099,1.67427,5,7.6948,8.02737,1.67427,3.34854,5.02281,3.34854,4.34626
t1100,1.67655,5,7.70324,8.03558,1.67655,3.3531,5.02965,3.3531,4.35014
t1101,1.67883,5,7.71168,8.0438,1.67883,3.35766,5.0365,3.35766,4.35401
t1102,1.68111,5,7.72012,8.05201,1.68111,3.36223,5.04334,3.36223,4.35789
t1103,1.68339,5,7.72856,8.06022,1.68339,3.36679,5.05018,3.36679,4.36177
t1104,1.68568,5,7.737,8.06843,1.68568,3.37135,5.05703,3.37135,4.36565
t1105,1.68796,5,7.74544,8.07664,1.68796,3.37591,5.06387,3.37591,4.36953
t1106,1.69024,5,7.75388,8.08485,1.69024,3.38047,5.07071,3.38047,4.3734
t1107,1.69252,5,7.76232,8.09307,1.69252,3.38504,5.07755,3.38504,4.37728
t1108,1.6948,5,7.77076,8.10128,1.6948,3.3896,5.0844,3.3896,4.38116
t1109,1.69708,5,7.7792,8.10949,1.69708,3.39416,5.09124,3.39416,4.38504
t1110,1.69936,5,7.78764,8.1177,1.69936,3.39872,5.09808,3.39872,4.38891
t1111,1.70164,5,7.79608,8.12591,1.70164,3.40328,5.10493,3.40328,4.39279
t1112,1.70392,5,7.80452,8.13412,1.70392,3.40785,5.11177,3.40785,4.39667
t1113,1.7062,5,7.81296,8.14234,1.7062,3.41241,5.11861,3.41241,4.40055
t1114,1.70849,5,7.8214,8.15055,1.70849,3.41697,5.12546,3.41697,4.40443
t1115,1.71077,5,7.82984,8.15876,1.71077,3.42153,5.1323,3.42153,4.4083
t1116,1.71305,5,7.83828,8.16697,1.71305,3.42609,5.13914,3.42609,4.41218
t1117,1.71533,5,7.84672,8.17518,1.71533,3.43066,5.14599,3.43066,4.41606
t1118,1.71761,5,7.85516,8.18339,1.71761,3.43522,5.15283,3.43522,4.41994
t1119,1.71989,5,7.86359,8.19161,1.71989,3.43978,5.15967,3.43978,4.42381
t1120,1.72217,5,7.87203,8.19982,1.72217,3.44434,5.16651,3.44434,4.42769
t1121,1.72445,5,7.88047,8.20803,1.72445,3.44891,5.17336,3.44891,4.43157
t1122,1.72673,5,7.88891,8.21624,1.72673,3.45347,5.1802,3.45347,4.43545
t1123,1.72901,5,7.89735,8.22445,1.72901,3.45803,5.18704,3.45803,4.43932
t1124,1.7313,5,7.90579,8.23266,1.7313,3.46259,5.19389,3.46259,4.4432
t1125,1.73358,5,7.91423,8.24088,1.73358,3.46715,5.20073,3.46715,4.44708
t1126,1.73586,5,7.92267,8.24909,1.73586,3.47172,5.20757,3.47172,4.45096
t1127,1.73814,5,7.93111,8.2573,1.73814,3.47628,5.21442,3.47628,4.45484
t1128,1.74042,5,7.93955,8.26551,1.74042,3.48084,5.22126,3.48084,4.45871
t1129,1.7427,5,7.94799,8.27372,1.7427,3.4854,5.2281,3.4854,4.46259
t1130,1.74498,5,7.95643,8.28193,1.74498,3.48996,5.23495,3.48996,4.46647
t1131,1.74726,5,7.96487,8.29015,1.74726,3.49453,5.24179,3.49453,4.47035
t1132,1.74954,5,7.97331,8.29836,1.74954,3.49909,5.24863,3.49909,4.47422
t1133,1.75182,5,7.98175,8.30657,1.75182,3.50365,5.25547,3.50365,4.4781
t1134,1.75411,5,7.99019,8.31478,1.75411,3.50821,5.26232,3.50821,4.48198
t1135,1.75639,5,7.99863,8.32299,1.75639,3.51277,5.26916,3.51277,4.48586
t1136,1.75867,5,8.00707,8.3312,1.75867,3.51734,5.276,3.51734,4.48974
t1137,1.76095,5,8.01551,8.33942,1.76095,3.5219,5.28285,3.5219,4.49361
t1138,1.76323,5,8.02395,8.34763,1.76323,3.52646,5.28969,3.52646,4.49749
t1139,1.76551,5,8.03239,8.35584,1.76551,3.53102,5.29653,3.53102,4.50137
t1140,1.76779,5,8.04083,8.36405,1.76779,3.53558,5.30338,3.53558,4.50525
t1141,1.77007,5,8.04927,8.37226,1.77007,3.54015,5.31022,3.54015,4.50912
t1142,1.77235,5,8.05771,8.38047,1.77235,3.54471,5.31706,3.54471,4.513
t1143,1.77464,5,8.06615,8.38869,1.77464,3.54927,5.32391,3.54927,4.51688
t1144,1.77692,5,8.07459,8.3969,1.77692,3.55383,5.33075,3.55383,4.52076
t1145,1.7792,5,8.08303,8.40511,1.7792,3.55839,5.33759,3.55839,4.52464
t1146,1.78148,5,8.09147,8.41332,1.78148,3.56296,5.34443,3.56296,4.52851
t1147,1.78376,5,8.09991,8.42153,1.78376,3.56752,5.35128,3.56752,4.53239
t1148,1.78604,5,8.10835,8.42974,1.78604,3.57208,5.35812,3.57208,4.53627
t1149,1.78832,5,8.11679,8.43796,1.78832,3.57664,5.36496,3.57664,4.54015
t1150,1.7906,5,8.12523,8.44617,1.7906,3.5812,5.37181,3.5812,4.54402
t1151,1.79288,5,8.13367,8.45438,1.79288,3.58577,5.37865,3.58577,4.5479
t1152,1.79516,5,8.14211,8.46259,1.79516,3.59033,5.38549,3.59033,4.55178
t1153,1.79745,5,8.15055,8.4708,1.79745,3.59489,5.39234,3.59489,4.55566
t1154,1.79973,5,8.15899,8.47901,1.79973,3.59945,5.39918,3.59945,4.55953
t1155,1.80201,5,8.16743,8.48723,1.80201,3.60401,5.40602,3.60401,4.56341
t1156,1.80429,5,8.17587,8.49544,1.80429,3.60858,5.41286,3.60858,4.56729
t1157,1.80657,5,8.18431,8.50365,1.80657,3.61314,5.41971,3.61314,4.57117
t1158,1.80885,5,8.19275,8.51186,1.80885,3.6177,5.42655,3.6177,4.57505
t1159,1.81113,5,8.20119,8.52007,1.81113,3.62226,5.43339,3.62226,4.57892
t1160,1.81341,5,8.20963,8.52828,1.81341,3.62682,5.44024,3.62682,4.5828
t1161,1.81569,5,8.21807,8.5365,1.81569,3.63139,5.44708,3.63139,4.58668
t1162,1.81797,5,8.22651,8.54471,1.81797,3.63595,5.45392,3.63595,4.59056
t1163,1.82026,5,8.23495,8.55292,1.82026,3.64051,5.46077,3.64051,4.59443
t1164,1.82254,5,8.24339,8.56113,1.82254,3.64507,5.46761,3.64507,4.59831
t1165,1.82482,5,8.25182,8.56934,1.82482,3.64964,5.47445,3.64964,4.60219
t1166,1.8271,5,8.26026,8.57755,1.8271,3.6542,5.4813,3.6542,4.60607
t1167,1.82938,5,8.2687,8.58577,1.82938,3.65876,5.48814,3.65876,4.60995
t1168,1.83166,5,8.27714,8.59398,1.83166,3.66332,5.49498,3.66332,4.61382
t1169,1.83394,5,8.28558,8.60219,1.83394,3.66788,5.50182,3.66788,4.6177
t1170,1.83622,5,8.29402,8.6104,1.83622,3.67245,5.50867,3.67245,4.62158
t1171,1.8385,5,8.30246,8.61861,1.8385,3.67701,5.51551,3.67701,4.62546
t1172,1.84078,5,8.3109,8.62682,1.84078,3.68157,5.52235,3.68157,4.62933
t1173,1.84307,5,8.31934,8.63504,1.84307,3.68613,5.5292,3.68613,4.63321
t1174,1.84535,5,8.32778,8.64325,1.84535,3.69069,5.53604,3.69069,4.63709
t1175,1.84763,5,8.33622,8.65146,1.84763,3.69526,5.54288,3.69526,4.64097
t1176,1.84991,5,8.34466,8.65967,1.84991,3.69982,5.54973,3.69982,4.64484
t1177,1.85219,5,8.3531,8.66788,1.85219,3.70438,5.55657,3.70438,4.64872
t1178,1.85447,5,8.36154,8.67609,1.85447,3.70894,5.56341,3.70894,4.6526
t1179,1.85675,5,8.36998,8.68431,1.85675,3.7135,5.57026,3.7135,4.65648
t1180,1.85903,5,8.37842,8.69252,1.85903,3.71807,5.5771,3.71807,4.66036
t1181,1.86131,5,8.38686,8.70073,1.86131,3.72263,5.58394,3.72263,4.66423
t1182,1.86359,5,8.3953,8.70894,1.86359,3.72719,5.59078,3.72719,4.66811
t1183,1.86588,5,8.40374,8.71715,1.86588,3.73175,5.59763,3.73175,4.67199
t1184,1.86816,5,8.41218,8.72536,1.86816,3.73631,5.60447,3.73631,4.67587
t1185,1.87044,5,8.42062,8.73358,1.87044,3.74088,5.61131,3.74088,4.67974
t1186,1.87272,5,8.42906,8.74179,1.87272,3.74544,5.61816,3.74544,4.68362
t1187,1.875,5,8.4375,8.75,1.875,3.75,5.625,3.75,4.6875
t1188,1.87728,5,8.44594,8.75821,1.87728,3.75456,5.63184,3.75456,4.69138
t1189,1.87956,5,8.45438,8.76642,1.87956,3.75912,5.63869,3.75912,4.69526
t1190,1.88184,5,8.46282,8.77464,1.88184,3.76369,5.64553,3.76369,4.69913
t1191,1.88412,5,8.47126,8.78285,1.88412,3.76825,5.65237,3.76825,4.70301
t1192,1.88641,5,8.4797,8.79106,1.88641,3.77281,5.65922,3.77281,4.70689
t1193,1.88869,5,8.48814,8.79927,1.88869,3.77737,5.66606,3.77737,4.71077
t1194,1.89097,5,8.49658,8.80748,1.89097,3.78193,5.6729,3.78193,4.71464
t1195,1.89325,5,8.50502,8.81569,1.89325,3.7865,5.67974,3.7865,4.71852
t1196,1.89553,5,8.51346,8.82391,1.89553,3.79106,5.68659,3.79106,4.7224
t1197,1.89781,5,8.5219,8.83212,1.89781,3.79562,5.69343,3.79562,4.72628
t1198,1.90009,5,8.53034,8.84033,1.90009,3.80018,5.70027,3.80018,4.73016
t1199,1.90237,5,8.53878,8.84854,1.90237,3.80474,5.70712,3.80474,4.73403
t1200,1.90465,5,8.54722,8.85675,1.90465,3.80931,5.71396,3.80931,4.73791
t1201,1.90693,5,8.55566,8.86496,1.90693,3.81387,5.7208,3.81387,4.74179
t1202,1.90922,5,8.5641,8.87318,1.90922,3.81843,5.72765,3.81843,4.74567
t1203,1.9115,5,8.57254,8.88139,1.9115,3.82299,5.73449,3.82299,4.74954
t1204,1.91378,5,8.58098,8.8896,1.91378,3.82755,5.74133,3.82755,4.75342
t1205,1.91606,5,8.58942,8.89781,1.91606,3.83212,5.74818,3.83212,4.7573
t1206,1.91834,5,8.59786,8.90602,1.91834,3.83668,5.75502,3.83668,4.76118
t1207,1.92062,5,8.6063,8.91423,1.92062,3.84124,5.76186,3.84124,4.76505
t1208,1.9229,5,8.61474,8.92245,1.9229,3.8458,5.7687,3.8458,4.76893
t1209,1.92518,5,8.62318,8.93066,1.92518,3.85036,5.77555,3.85036,4.77281
t1210,1.92746,5,8.63161,8.93887,1.92746,3.85493,5.78239,3.85493,4.77669
t1211,1.92974,5,8.64005,8.94708,1.92974,3.85949,5.78923,3.85949,4.78057
t1212,1.93203,5,8.64849,8.95529,1.93203,3.86405,5.79608,3.86405,4.78444
t1213,1.93431,5,8.65693,8.9635,1.93431,3.86861,5.80292,3.86861,4.78832
t1214,1.93659,5,8.66537,8.97172,1.93659,3.87318,5.80976,3.87318,4.7922
t1215,1.93887,5,8.67381,8.97993,1.93887,3.87774,5.81661,3.87774,4.79608
t1216,1.94115,5,8.68225,8.98814,1.94115,3.8823,5.82345,3.8823,4.79995
t1217,1.94343,5,8.69069,8.99635,1.94343,3.88686,5.83029,3.88686,4.80383
t1218,1.94571,5,8.69913,9.00456,1.94571,3.89142,5.83714,3.89142,4.80771
t1219,1.94799,5,8.70757,9.01277,1.94799,3.89599,5.84398,3.89599,4.81159
t1220,1.95027,5,8.71601,9.02099,1.95027,3.90055,5.85082,3.90055,4.81547
t1221,1.95255,5,8.72445,9.0292,1.95255,3.90511,5.85766,3.90511,4.81934
t1222,1.95484,5,8.73289,9.03741,1.95484,3.90967,5.86451,3.90967,4.82322
t1223,1.95712,5,8.74133,9.04562,1.95712,3.91423,5.87135,3.91423,4.8271
t1224,1.9594,5,8.74977,9.05383,1.9594,3.9188,5.87819,3.9188,4.83098
t1225,1.96168,5,8.75821,9.06204,1.96168,3.92336,5.88504,3.92336,4.83485
t1226,1.96396,5,8.76665,9.07026,1.96396,3.92792,5.89188,3.92792,4.83873
t1227,1.96624,5,8.77509,9.07847,1.96624,3.93248,5.89872,3.93248,4.84261
t1228,1.96852,5,8.78353,9.08668,1.96852,3.93704,5.90557,3.93704,4.84649
t1229,1.9708,5,8.79197,9.09489,1.9708,3.94161,5.91241,3.94161,4.85036
t1230,1.97308,5,8.80041,9.1031,1.97308,3.94617,5.91925,3.94617,4.85424
t1231,1.97536,5,8.80885,9.11131,1.97536,3.95073,5.92609,3.95073,4.85812
t1232,1.97765,5,8.81729,9.11953,1.97765,3.95529,5.93294,3.95529,4.862
t1233,1.97993,5,8.82573,9.12774,1.97993,3.95985,5.93978,3.95985,4.86588
t1234,1.98221,5,8.83417,9.13595,1.98221,3.96442,5.94662,3.96442,4.86975
t1235,1.98449,5,8.84261,9.14416,1.98449,3.96898,5.95347,3.96898,4.87363
t1236,1.98677,5,8.85105,9.15237,1.98677,3.97354,5.96031,3.97354,4.87751
t1237,1.98905,5,8.85949,9.16058,1.98905,3.9781,5.96715,3.9781,4.88139
t1238,1.99133,5,8.86793,9.1688,1.99133,3.98266,5.974,3.98266,4.88526
t1239,1.99361,5,8.87637,9.17701,1.99361,3.98723,5.98084,3.98723,4.88914
t1240,1.99589,5,8.88481,9.18522,1.99589,3.99179,5.98768,3.99179,4.89302
t1241,1.99818,5,8.89325,9.19343,1.99818,3.99635,5.99453,3.99635,4.8969
t1242,2.00046,5,8.90169,9.20164,2.00046,4.00091,6.00137,4.00091,4.90078
t1243,2.00274,5,8.91013,9.20985,2.00274,4.00547,6.00821,4.00547,4.90465
t1244,2.00502,5,8.91857,9.21807,2.00502,4.01004,6.01505,4.01004,4.90853
t1245,2.0073,5,8.92701,9.22628,2.0073,4.0146,6.0219,4.0146,4.91241
t1246,2.00958,5,8.93545,9.23449,2.00958,4.01916,6.02874,4.01916,4.91629
t1247,2.01186,5,8.94389,9.2427,2.01186,4.02372,6.03558,4.02372,4.92016
t1248,2.01414,5,8.95233,9.25091,2.01414,4.02828,6.04243,4.02828,4.92404
t1249,2.01642,5,8.96077,9.25912,2.01642,4.03285,6.04927,4.03285,4.92792
t1250,2.0187,5,8.96921,9.26734,2.0187,4.03741,6.05611,4.03741,4.9318
t1251,2.02099,5,8.97765,9.27555,2.02099,4.04197,6.06296,4.04197,4.93568
t1252,2.02327,5,8.98609,9.28376,2.02327,4.04653,6.0698,4.04653,4.93955
t1253,2.02555,5,8.99453,9.29197,2.02555,4.05109,6.07664,4.05109,4.94343
t1254,2.02783,5,9.00297,9.30018,2.02783,4.05566,6.08349,4.05566,4.94731
t1255,2.03011,5,9.01141,9.30839,2.03011,4.06022,6.09033,4.06022,4.95119
t1256,2.03239,5,9.01984,9.31661,2.03239,4.06478,6.09717,4.06478,4.95506
t1257,2.03467,5,9.02828,9.32482,2.03467,4.06934,6.10401,4.06934,4.95894
t1258,2.03695,5,9.03672,9.33303,2.03695,4.07391,6.11086,4.07391,4.96282
t1259,2.03923,5,9.04516,9.34124,2.03923,4.07847,6.1177,4.07847,4.9667
t1260,2.04151,5,9.0536,9.34945,2.04151,4.08303,6.12454,4.08303,4.97057
t1261,2.0438,5,9.06204,9.35766,2.0438,4.08759,6.13139,4.08759,4.97445
t1262,2.04608,5,9.07048,9.36588,2.04608,4.09215,6.13823,4.09215,4.97833
t1263,2.04836,5,9.07892,9.37409,2.04836,4.09672,6.14507,4.09672,4.98221
t1264,2.05064,5,9.08736,9.3823,2.05064,4.10128,6.15192,4.10128,4.98609
t1265,2.05292,5,9.0958,9.39051,2.05292,4.10584,6.15876,4.10584,4.98996
t1266,2.0552,5,9.10424,9.39872,2.0552,4.1104,6.1656,4.1104,4.99384
t1267,2.05748,5,9.11268,9.40693,2.05748,4.11496,6.17245,4.11496,4.99772
t1268,2.05976,5,9.12112,9.41515,2.05976,4.11953,6.17929,4.11953,5.0016
t1269,2.06204,5,9.12956,9.42336,2.06204,4.12409,6.18613,4.12409,5.00547
t1270,2.06432,5,9.138,9.43157,2.06432,4.12865,6.19297,4.12865,5.00935
t1271,2.06661,5,9.14644,9.43978,2.06661,4.13321,6.19982,4.13321,5.01323
t1272,2.06889,5,9.15488,9.44799,2.06889,4.13777,6.20666,4.13777,5.01711
t1273,2.07117,5,9.16332,9.4562,2.07117,4.14234,6.2135,4.14234,5.02099
t1274,2.07345,5,9.17176,9.46442,2.07345,4.1469,6.22035,4.1469,5.02486
t1275,2.07573,5,9.1802,9.47263,2.07573,4.15146,6.22719,4.15146,5.02874
t1276,2.07801,5,9.18864,9.48084,2.07801,4.15602,6.23403,4.15602,5.03262
t1277,2.08029,5,9.19708,9.48905,2.08029,4.16058,6.24088,4.16058,5.0365
t1278,2.08257,5,9.20552,9.49726,2.08257,4.16515,6.24772,4.16515,5.04037
t1279,2.08485,5,9.21396,9.50547,2.08485,4.16971,6.25456,4.16971,5.04425
t1280,2.08714,5,9.2224,9.51369,2.08714,4.17427,6.26141,4.17427,5.04813
t1281,2.08942,5,9.23084,9.5219,2.08942,4.17883,6.26825,4.17883,5.05201
t1282,2.0917,5,9.23928,9.53011,2.0917,4.18339,6.27509,4.18339,5.05589
t1283,2.09398,5,9.24772,9.53832,2.09398,4.18796,6.28193,4.18796,5.05976
t1284,2.09626,5,9.25616,9.54653,2.09626,4.19252,6.28878,4.19252,5.06364
t1285,2.09854,5,9.2646,9.55474,2.09854,4.19708,6.29562,4.19708,5.06752
t1286,2.10082,5,9.27304,9.56296,2.10082,4.20164,6.30246,4.20164,5.0714
t1287,2.1031,5,9.28148,9.57117,2.1031,4.2062,6.30931,4.2062,5.07527
t1288,2.10538,5,9.28992,9.57938,2.10538,4.21077,6.31615,4.21077,5.07915
t1289,2.10766,5,9.29836,9.58759,2.10766,4.21533,6.32299,4.21533,5.08303
t1290,2.10995,5,9.3068,9.5958,2.10995,4.21989,6.32984,4.21989,5.08691
t1291,2.11223,5,9.31524,9.60401,2.11223,4.22445,6.33668,4.22445,5.09078
t1292,2.11451,5,9.32368,9.61223,2.11451,4.22901,6.34352,4.22901,5.09466
t1293,2.11679,5,9.33212,9.62044,2.11679,4.23358,6.35036,4.23358,5.09854
t1294,2.11907,5,9.34056,9.62865,2.11907,4.23814,6.35721,4.23814,5.10242
t1295,2.12135,5,9.349,9.63686,2.12135,4.2427,6.36405,4.2427,5.1063
t1296,2.12363,5,9.35744,9.64507,2.12363,4.24726,6.37089,4.24726,5.11017
t1297,2.12591,5,9.36588,9.65328,2.12591,4.25182,6.37774,4.25182,5.11405
t1298,2.12819,5,9.37432,9.6615,2.12819,4.25639,6.38458,4.25639,5.11793
t1299,2.13047,5,9.38276,9.66971,2.13047,4.26095,6.39142,4.26095,5.12181
t1300,2.13276,5,9.3912,9.67792,2.13276,4.26551,6.39827,4.26551,5.12568
t1301,2.13504,5,9.39964,9.68613,2.13504,4.27007,6.40511,4.27007,5.12956
t1302,2.13732,5,9.40807,9.69434,2.13732,4.27464,6.41195,4.27464,5.13344
t1303,2.1396,5,9.41651,9.70255,2.1396,4.2792,6.4188,4.2792,5.13732
t1304,2.14188,5,9.42495,9.71077,2.14188,4.28376,6.42564,4.28376,5.1412
t1305,2.14416,5,9.43339,9.71898,2.14416,4.28832,6.43248,4.28832,5.14507
t1306,2.14644,5,9.44183,9.72719,2.14644,4.29288,6.43932,4.29288,5.14895
t1307,2.14872,5,9.45027,9.7354,2.14872,4.29745,6.44617,4.29745,5.15283
t1308,2.151,5,9.45871,9.74361,2.151,4.30201,6.45301,4.30201,5.15671
t1309,2.15328,5,9.46715,9.75182,2.15328,4.30657,6.45985,4.30657,5.16058
t1310,2.15557,5,9.47559,9.76004,2.15557,4.31113,6.4667,4.31113,5.16446
t1311,2.15785,5,9.48403,9.76825,2.15785,4.31569,6.47354,4.31569,5.16834
t1312,2.16013,5,9.49247,9.77646,2.16013,4.32026,6.48038,4.32026,5.17222
t1313,2.16241,5,9.50091,9.78467,2.16241,4.32482,6.48723,4.32482,5.17609
t1314,2.16469,5,9.50935,9.79288,2.16469,4.32938,6.49407,4.32938,5.17997
t1315,2.16697,5,9.51779,9.80109,2.16697,4.33394,6.50091,4.33394,5.18385
t1316,2.16925,5,9.52623,9.80931,2.16925,4.3385,6.50776,4.3385,5.18773
t1317,2.17153,5,9.53467,9.81752,2.17153,4.34307,6.5146,4.34307,5.19161
t1318,2.17381,5,9.54311,9.82573,2.17381,4.34763,6.52144,4.34763,5.19548
t1319,2.17609,5,9.55155,9.83394,2.17609,4.35219,6.52828,4.35219,5.19936
t1320,2.17838,5,9.55999,9.84215,2.17838,4.35675,6.53513,4.35675,5.20324
t1321,2.18066,5,9.56843,9.85036,2.18066,4.36131,6.54197,4.36131,5.20712
t1322,2.18294,5,9.57687,9.85858,2.18294,4.36588,6.54881,4.36588,5.21099
t1323,2.18522,5,9.58531,9.86679,2.18522,4.37044,6.55566,4.37044,5.21487
t1324,2.1875,5,9.59375,9.875,2.1875,4.375,6.5625,4.375,5.21875
t1325,2.18978,5,9.60219,9.88321,2.18978,4.37956,6.56934,4.37956,5.22263
t1326,2.19206,5,9.61063,9.89142,2.19206,4.38412,6.57619,4.38412,5.22651
t1327,2.19434,5,9.61907,9.89964,2.19434,4.38869,6.58303,4.38869,5.23038
t1328,2.19662,5,9.62751,9.90785,2.19662,4.39325,6.58987,4.39325,5.23426
t1329,2.19891,5,9.63595,9.91606,2.19891,4.39781,6.59672,4.39781,5.23814
t1330,2.20119,5,9.64439,9.92427,2.20119,4.40237,6.60356,4.40237,5.24202
t1331,2.20347,5,9.65283,9.93248,2.20347,4.40693,6.6104,4.40693,5.24589
t1332,2.20575,5,9.66127,9.94069,2.20575,4.4115,6.61724,4.4115,5.24977
t1333,2.20803,5,9.66971,9.94891,2.20803,4.41606,6.62409,4.41606,5.25365
t1334,2.21031,5,9.67815,9.95712,2.21031,4.42062,6.63093,4.42062,5.25753
t1335,2.21259,5,9.68659,9.96533,2.21259,4.42518,6.63777,4.42518,5.26141
t1336,2.21487,5,9.69503,9.97354,2.21487,4.42974,6.64462,4.42974,5.26528
t1337,2.21715,5,9.70347,9.98175,2.21715,4.43431,6.65146,4.43431,5.26916
t1338,2.21943,5,9.71191,9.98996,2.21943,4.43887,6.6583,4.43887,5.27304
t1339,2.22172,5,9.72035,9.99818,2.22172,4.44343,6.66515,4.44343,5.27692
t1340,2.224,5,9.72879,10.00639,2.224,4.44799,6.67199,4.44799,5.28079
t1341,2.22628,5,9.73723,10.0146,2.22628,4.45255,6.67883,4.45255,5.28467
t1342,2.22856,5,9.74567,10.02281,2.22856,4.45712,6.68568,4.45712,5.28855
t1343,2.23084,5,9.75411,10.03102,2.23084,4.46168,6.69252,4.46168,5.29243
t1344,2.23312,5,9.76255,10.03923,2.23312,4.46624,6.69936,4.46624,5.2963
t1345,2.2354,5,9.77099,10.04745,2.2354,4.4708,6.7062,4.4708,5.30018
t1346,2.23768,5,9.77943,10.05566,2.23768,4.47536,6.71305,4.47536,5.30406
t1347,2.23996,5,9.78786,10.06387,2.23996,4.47993,6.71989,4.47993,5.30794
t1348,2.24224,5,9.7963,10.07208,2.24224,4.48449,6.72673,4.48449,5.31182
t1349,2.24453,5,9.80474,10.08029,2.24453,4.48905,6.73358,4.48905,5.31569
t1350,2.24681,5,9.81318,10.0885,2.24681,4.49361,6.74042,4.49361,5.31957
t1351,2.24909,5,9.82162,10.09672,2.24909,4.49818,6.74726,4.49818,5.32345
t1352,2.25137,5,9.83006,10.10493,2.25137,4.50274,6.75411,4.50274,5.32733
t1353,2.25365,5,9.8385,10.11314,2.25365,4.5073,6.76095,4.5073,5.3312
t1354,2.25593,5,9.84694,10.12135,2.25593,4.51186,6.76779,4.51186,5.33508
